date,open,high,low,close,volume,close_change,volume_change
"2005-05-12,四",2994.32,2994.32,2927.81,2930.79,763553770,-2.326534693,-1.63054284
"2005-05-13,五",2921.6,2963.44,2866.19,2921.5,854303880,-0.316979381,11.88522846
"2005-05-16,一",2914.45,2914.45,2865.38,2889.01,737054400,-1.112099949,-13.72456368
"2005-05-17,二",2884.18,2935.15,2866.13,2903.99,782656240,0.518516724,6.187038569
"2005-05-18,三",2900.75,2932.2,2847.26,2883.77,765076700,-0.696283389,-2.2461381
"2005-05-19,四",2881.01,2909.42,2845.66,2898.29,688926220,0.503507561,-9.953313178
"2005-05-20,五",2897.76,2932.57,2879.07,2900.83,640406760,0.087637883,-7.04276577
"2005-05-23,一",2895.79,2895.79,2832.57,2840.97,695065470,-2.06354733,8.534998912
"2005-05-24,二",2833.55,2880.53,2815.96,2869.58,787573810,1.007050409,13.30929876
"2005-05-25,三",2866.51,2891.18,2840.85,2869.65,791363560,0.002439381,0.481192994
"2005-05-26,四",2866.32,2882.05,2831.76,2839.55,666523720,-1.048908403,-15.77528285
"2005-05-27,五",2834.63,2866.36,2803.27,2806.11,646753940,-1.177651388,-2.966102992
"2005-05-30,一",2802.39,2810.64,2756.21,2794.2,640010310,-0.424430974,-1.042688661
"2005-05-31,二",2797.39,2805.97,2779.14,2801.66,671156550,0.266981605,4.866521603
"2005-06-01,三",2801.11,2801.11,2713.62,2716.78,715408390,-3.029632432,6.593370801
"2005-06-02,四",2710.26,2710.26,2602,2630.61,780103410,-3.171769521,9.04308936
"2005-06-03,五",2622.8,2645.68,2590.53,2627.02,748101520,-0.136470248,-4.102262545
"2005-06-06,一",2621.89,2730.26,2604.23,2729.2,768018240,3.889578305,2.662301769
"2005-06-07,二",2740.1,2812.88,2706.14,2709.48,1131173960,-0.72255606,47.28477803
"2005-06-08,三",2738.33,2951.07,2738.33,2936.57,2397521500,8.381313019,111.949849
"2005-06-09,四",2945.77,2989.12,2898.81,2951.14,2429190500,0.496157081,1.320905777
"2005-06-10,五",2949.5,2949.5,2861.27,2882.27,1644264300,-2.333674444,-32.31225381
"2005-06-13,一",2880.49,2900.82,2823.35,2879.77,1204432210,-0.08673719,-26.74947635
"2005-06-14,二",2890.27,2917.39,2850.15,2853.52,1155633950,-0.911531129,-4.051557206
"2005-06-15,三",2848.42,2848.42,2786.32,2795.06,908974150,-2.048697749,-21.3441116
"2005-06-16,四",2795.76,2824.38,2772.06,2823.81,827364260,1.028600459,-8.97824102
"2005-06-17,五",2834.47,2845.82,2778.91,2790.65,980915010,-1.174299971,18.55902623
"2005-06-20,一",2788.93,2881.73,2734.92,2868.04,1401876500,2.773189042,42.91518487
"2005-06-21,二",2870.59,2876.9,2824.28,2829.62,1119933290,-1.339590801,-20.11184366
"2005-06-22,三",2823.87,2845.36,2807.8,2842.46,981244550,0.453771178,-12.38366082
"2005-06-23,四",2838.29,2880.37,2834.52,2839.51,957786820,-0.103783343,-2.390609966
"2005-06-24,五",2833.36,2849.97,2815.14,2848.34,802660900,0.310969146,-16.19628886
"2005-06-27,一",2872.15,2940.33,2872.15,2914.97,1492580800,2.339257252,85.95409344
"2005-06-28,二",2909.2,2909.2,2859.74,2870.24,994056330,-1.534492636,-33.40016634
"2005-06-29,三",2876.96,2882.29,2846.32,2847.8,842188510,-0.781816155,-15.27758694
"2005-06-30,四",2841.84,2841.84,2756.92,2760.23,925485050,-3.075005267,9.890486395
"2005-07-01,五",2749.93,2762.56,2720.2,2728.72,1023094110,-1.141571536,10.5468003
"2005-07-04,一",2714.26,2737.81,2693.57,2737.22,885766990,0.311501363,-13.42272609
"2005-07-05,二",2732.37,2744.67,2713.01,2716.56,682231980,-0.754780398,-22.97839187
"2005-07-06,三",2716.4,2739.01,2680.83,2696.5,676856620,-0.738433902,-0.787907949
"2005-07-07,四",2695.09,2711.27,2683.8,2697.94,609946190,0.053402559,-9.885465847
"2005-07-08,五",2687.53,2688.5,2636.26,2650.61,735877140,-1.75430143,20.6462393
"2005-07-11,一",2676.92,2722.62,2645.96,2651.8,764203000,0.044895326,3.849264838
"2005-07-12,二",2648.94,2750.99,2637.24,2742.86,1114776710,3.433893959,45.87442211
"2005-07-13,三",2739.51,2751.2,2709.52,2734.37,855704350,-0.309530928,-23.23984325
"2005-07-14,四",2731.5,2761.96,2726.34,2738,781875690,0.132754528,-8.627823383
"2005-07-15,五",2738.49,2754.28,2706.54,2716.67,859698930,-0.779035793,9.953403207
"2005-07-18,一",2711.63,2714.46,2657.8,2676.39,792306850,-1.482697567,-7.839032672
"2005-07-19,二",2674.43,2716.58,2669.96,2684.76,700798690,0.312734691,-11.54958587
"2005-07-20,三",2689.94,2724.49,2678.35,2716.51,710453370,1.182601052,1.3776681
"2005-07-21,四",2722.67,2725.37,2694.73,2724.26,699157260,0.285292526,-1.589986124
"2005-07-22,五",2733.89,2807.59,2722.79,2782.89,1520855800,2.152144068,117.5269981
"2005-07-25,一",2781.57,2790.32,2748.12,2758.67,967096870,-0.870318266,-36.4110082
"2005-07-26,二",2757.37,2842.17,2754.86,2831.56,1459127700,2.64221527,50.8770988
"2005-07-27,三",2832.08,2886.52,2828.05,2886.52,1602074900,1.940979531,9.796757337
"2005-07-28,四",2884.09,2929.16,2876.4,2893.59,1839412500,0.244931613,14.81438852
"2005-07-29,五",2887.08,2900.05,2871.08,2887.57,1188263220,-0.20804606,-35.39985077
"2005-08-01,一",2886.74,2921.75,2869.94,2890.82,1006841110,0.112551384,-15.26783855
"2005-08-02,二",2894.42,2941.5,2878.86,2940.23,1314038640,1.709203617,30.51102373
"2005-08-03,三",2946.37,3026.06,2945.01,2989.4,2282866900,1.672318152,73.72905412
"2005-08-04,四",2986.73,2997.89,2959.17,2969.31,1392378200,-0.672041212,-39.00747345
"2005-08-05,五",2970.58,3047.33,2970,3047.33,1789500300,2.627546467,28.52113743
"2005-08-08,一",3063.76,3089.86,3051.42,3061.79,2136065100,0.474513755,19.36656842
"2005-08-09,二",3061.32,3063.24,3021.64,3062.84,1940215100,0.034293665,-9.16872805
"2005-08-10,三",3060.24,3074.41,3017.88,3062.94,2056693700,0.003264944,6.003385913
"2005-08-11,四",3063.67,3130.11,3053.79,3128.42,2291436200,2.137815302,11.4135858
"2005-08-12,五",3131.72,3147.57,3046.84,3065.73,2631413800,-2.003886946,14.83687829
"2005-08-15,一",3061.88,3121.88,3057.76,3119.15,1897243400,1.742488738,-27.90022611
"2005-08-16,二",3118.69,3132.91,3073.84,3085.49,2187964700,-1.07914015,15.32335282
"2005-08-17,三",3081.01,3099.98,3025.94,3097.03,2295857400,0.374008666,4.93119016
"2005-08-18,四",3100.96,3110.88,2989.91,3001.4,3074729600,-3.087797018,33.92511225
"2005-08-19,五",2993.7,3017.61,2963.32,3002.14,1982420700,0.024655161,-35.52536457
"2005-08-22,一",3004.46,3039.39,2988.55,3030.41,1401370900,0.941661615,-29.31011566
"2005-08-23,二",3032.69,3032.69,2973,2992.37,1312284270,-1.255275689,-6.357105746
"2005-08-24,三",2989.25,3023.56,2979.44,2996.65,1301675700,0.143030441,-0.808404874
"2005-08-25,四",2997.59,3001.58,2945.07,2973.82,1538256600,-0.761850733,18.17510306
"2005-08-26,五",2974.17,2975.88,2926.91,2952.73,1700084500,-0.709188855,10.5202149
"2005-08-29,一",2948.38,2949.47,2904.3,2912.06,1695939100,-1.377369417,-0.243834939
"2005-08-30,二",2908.67,2925.84,2894.84,2909.81,1293164430,-0.077264892,-23.74935928
"2005-08-31,三",2908.68,2950.56,2902.34,2950.43,1579925700,1.395967434,22.17515912
"2005-09-01,四",2957.54,3004.37,2942.72,3003.87,2179735600,1.811261409,37.96443719
"2005-09-02,五",3009.99,3015.32,2992.06,3012.15,1950735500,0.275644419,-10.50586594
"2005-09-05,一",3018.84,3022.36,3000.9,3016.22,1692216300,0.135119433,-13.25239634
"2005-09-06,二",3019.77,3036.98,2971.9,2978.17,2263478600,-1.261512754,33.75823173
"2005-09-07,三",2971.74,3026.12,2963.69,3025.69,1985566700,1.595610727,-12.27808825
"2005-09-08,四",3028.02,3045.8,3012.48,3035.28,2157999200,0.316952497,8.684296529
"2005-09-09,五",3033.45,3047.9,3004.83,3009.36,1589997400,-0.85395746,-26.32076045
"2005-09-12,一",3006.46,3014.5,2990.86,2999.22,1189237070,-0.33694872,-25.20509342
"2005-09-13,二",3002.46,3041.68,2994.28,3041.64,1659251600,1.414367736,39.52235781
"2005-09-14,三",3043.74,3075.08,3036.24,3073.57,2173548600,1.049762628,30.9957212
"2005-09-15,四",3075.03,3075.03,3053.51,3068.95,1738479600,-0.150313804,-20.01652965
"2005-09-16,五",3069.26,3071.6,3052.67,3061.06,1634494200,-0.257091188,-5.981398919
"2005-09-19,一",3060.16,3068.43,3043.3,3064.07,1719740300,0.09833195,5.215442184
"2005-09-20,二",3065.23,3066.58,3008.97,3019.92,2032113400,-1.440893974,18.16396929
"2005-09-21,三",3017.32,3017.32,2964.48,2965.56,2177873100,-1.800047683,7.172813289
"2005-09-22,四",2961.97,2961.97,2881.58,2905.68,1932506900,-2.019180189,-11.26632217
"2005-09-23,五",2903.93,2925.6,2888.48,2892.85,1371568300,-0.441548966,-29.02647333
"2005-09-26,一",2893.28,2906.57,2882.55,2895.72,935024460,0.099210122,-31.82807885
"2005-09-27,二",2899.01,2900.03,2843.23,2844.83,1246660870,-1.757421298,33.32922542
"2005-09-28,三",2844.34,2864.44,2841.2,2847.56,1042537540,0.095963555,-16.37360528
"2005-09-29,四",2849.34,2885.08,2849.34,2884.65,1289301600,1.302518648,23.6695611
"2005-09-30,五",2888.4,2903.11,2883.97,2903.11,1080929050,0.639938987,-16.1616607
"2005-10-10,一",2902.21,2902.21,2856.51,2858.6,840742680,-1.533183379,-22.22036405
"2005-10-11,二",2857.47,2887.64,2847.69,2886.97,972838830,0.992443854,15.71184063
"2005-10-12,三",2893.26,2895.67,2879.34,2891.21,1221969990,0.146866784,25.60867765
"2005-10-13,四",2891.99,2902.74,2865.08,2870.32,1128653070,-0.722534856,-7.636596706
"2005-10-14,五",2872.67,2872.67,2825.34,2830.76,1035439170,-1.378243541,-8.258862043
"2005-10-17,一",2830.26,2830.26,2787.91,2798.98,1003380880,-1.122666704,-3.096105588
"2005-10-18,二",2798.01,2811.83,2784.82,2794.71,1144875620,-0.152555574,14.10179751
"2005-10-19,三",2795.18,2807.18,2764.34,2770.63,1189084520,-0.861627861,3.861458767
"2005-10-20,四",2768.35,2768.35,2741.28,2762.11,1327868870,-0.307511288,11.67152946
"2005-10-21,五",2763.54,2787.18,2752.55,2775.82,1192738020,0.496359667,-10.17652067
"2005-10-24,一",2784.28,2797.78,2772.07,2789.18,1070890930,0.48129922,-10.21574629
"2005-10-25,二",2786.28,2786.28,2742.42,2744.98,1174305880,-1.584695143,9.656907823
"2005-10-26,三",2741.05,2741.05,2659.16,2662.79,1253758970,-2.994193036,6.765962034
"2005-10-27,四",2652.69,2681.15,2642.22,2667.63,1075337360,0.18176424,-14.23093388
"2005-10-28,五",2669.47,2671.89,2610,2631.52,1149615870,-1.353635999,6.907461115
"2005-10-31,一",2633.37,2669.29,2631.6,2662.29,991927890,1.169286192,-13.71657996
"2005-11-01,二",2667.55,2667.55,2630.75,2661.61,1013400970,-0.025541921,2.164782361
"2005-11-02,三",2665.18,2702.31,2664.96,2691.82,1240839590,1.135027296,22.44310265
"2005-11-03,四",2690.81,2705.58,2666.14,2675.57,1064682240,-0.603680781,-14.19662553
"2005-11-04,五",2670.09,2687.02,2655.73,2687.02,964853450,0.427946195,-9.376392904
"2005-11-07,一",2683.85,2686.91,2664.71,2686.28,862730770,-0.027539802,-10.58426852
"2005-11-08,二",2683.84,2694.49,2669.5,2693.3,964660110,0.261327933,11.81473335
"2005-11-09,三",2693.33,2709.19,2686.37,2703.11,1101665140,0.364237181,14.20241478
"2005-11-10,四",2703.66,2703.66,2657,2660.33,1184120640,-1.582621499,7.484624593
"2005-11-11,五",2657.34,2668.5,2647.34,2664.05,979715820,0.139832276,-17.26216173
"2005-11-14,一",2657.79,2661.3,2624.17,2633.66,699570980,-1.140744355,-28.59449998
"2005-11-15,二",2629.43,2654.23,2614.6,2622.03,849598990,-0.44159079,21.44571663
"2005-11-16,三",2619.78,2639.5,2593.32,2639.5,788240470,0.666277655,-7.222056608
"2005-11-17,四",2635.37,2648.53,2625.28,2643.05,801755670,0.13449517,1.714603667
"2005-11-18,五",2643.49,2739.19,2641.97,2721.87,1496409900,2.982160761,86.6416361
"2005-11-21,一",2722.62,2752.14,2718.05,2732.76,1004813180,0.400092583,-32.85174203
"2005-11-22,二",2734.75,2734.75,2683.86,2687.24,853329850,-1.665715248,-15.0757706
"2005-11-23,三",2680.13,2709.47,2673.57,2706.08,719108260,0.701091082,-15.72915679
"2005-11-24,四",2702.68,2733.63,2698.4,2716.8,901689510,0.396144977,25.38995311
"2005-11-25,五",2709.76,2726.35,2703.65,2725.06,789662330,0.304034158,-12.42414143
"2005-11-28,一",2719.08,2729.71,2706.97,2713.49,687507640,-0.424577807,-12.93650287
"2005-11-29,二",2704.23,2710.49,2679.83,2682.11,673834260,-1.156444284,-1.988833171
"2005-11-30,三",2677.85,2681.41,2657.94,2676.85,852839860,-0.196114253,26.56522689
"2005-12-01,四",2675.23,2693.3,2670.1,2684.56,690105010,0.288025104,-19.08152487
"2005-12-02,五",2678.7,2696.03,2668.15,2680.64,1043960610,-0.146020204,51.27561674
"2005-12-05,一",2677.19,2677.19,2638.57,2643.93,966227310,-1.369449087,-7.445999328
"2005-12-06,二",2635.57,2664.52,2634.68,2659.02,758297040,0.570741283,-21.51980883
"2005-12-07,三",2657.81,2679.85,2652.95,2676.86,735772470,0.670923874,-2.970415129
"2005-12-08,四",2676.34,2695.7,2670.34,2691.45,842959210,0.545041579,14.56791935
"2005-12-09,五",2687.02,2728.57,2678.78,2724.19,1035696230,1.216444667,22.86433527
"2005-12-12,一",2720.05,2742.93,2718.82,2736.92,974652600,0.467294866,-5.893970474
"2005-12-13,二",2736.33,2758.77,2725.88,2758.77,875574120,0.798342663,-10.16551744
"2005-12-14,三",2756.68,2794.17,2740.68,2789.99,1082654380,1.131663749,23.65079726
"2005-12-15,四",2791.07,2807.29,2771.85,2777.91,1174609740,-0.432976462,8.493510182
"2005-12-16,五",2774.06,2803.65,2770.65,2801.64,959452100,0.854239338,-18.31737237
"2005-12-19,一",2793.52,2801.88,2787.07,2793.76,816942210,-0.281263831,-14.8532574
"2005-12-20,二",2790.53,2805.8,2783.9,2804.8,849893150,0.395166371,4.033448094
"2005-12-21,三",2804.07,2818.2,2787.15,2788.67,831719170,-0.575085568,-2.138384102
"2005-12-22,四",2781.46,2806.29,2779.93,2805.38,759885130,0.599210376,-8.636814275
"2005-12-23,五",2805.36,2829.5,2805.12,2827.19,973331010,0.777434786,28.08922975
"2005-12-26,一",2828.53,2860.06,2827.84,2848.3,1227695100,0.746677797,26.1333593
"2005-12-27,二",2847.36,2848.18,2825.71,2834.22,1015998180,-0.494329951,-17.24344424
"2005-12-28,三",2829.39,2839.41,2819.12,2834.6,910982730,0.013407569,-10.33618485
"2005-12-29,四",2835.5,2880.4,2835.08,2879.97,1336403590,1.600578565,46.6991136
"2005-12-30,五",2886.2,2898.16,2861.22,2863.61,1162120900,-0.568061473,-13.04117194
"2006-01-04,三",2873.53,2949.03,2873.53,2948.8,1197234750,2.974916277,3.021531581
"2006-01-05,四",2950.66,3042.66,2946.3,3037.97,1817758600,3.023941942,51.82975603
"2006-01-06,五",3048.4,3075.85,3016.86,3053.31,2021580600,0.504942445,11.21282001
"2006-01-09,一",3052.07,3069.34,3024.55,3064.85,1859664100,0.377950487,-8.009401159
"2006-01-10,二",3060.04,3082.19,3023.69,3079.92,1690587300,0.491704325,-9.091792437
"2006-01-11,三",3076.15,3096.57,3032.29,3043.97,1967868400,-1.16723811,16.40146593
"2006-01-12,四",3039.21,3084.83,3031.79,3084.18,1871808200,1.320972283,-4.881434145
"2006-01-13,五",3082.11,3082.91,3027.12,3045.57,1937711700,-1.251872459,3.520846847
"2006-01-16,一",3041.54,3041.54,2980.89,2985.3,1698478300,-1.978939903,-12.34618132
"2006-01-17,二",2976.84,3026.28,2970.52,3024.55,1352728300,1.314775734,-20.35645672
"2006-01-18,三",3025.85,3129.17,3020.76,3123.05,1787138000,3.256682812,32.11359591
"2006-01-19,四",3127.58,3163.33,3109.69,3161.18,2187584700,1.220921855,22.40715043
"2006-01-20,五",3158.04,3163.59,3120.66,3153.35,2074667100,-0.247692317,-5.161747566
"2006-01-23,一",3148.73,3160.77,3120.86,3154.1,1971428400,0.023784229,-4.97615738
"2006-01-24,二",3151.59,3231.91,3150.78,3198.15,2039533100,1.396594908,3.454586532
"2006-01-25,三",3194.59,3242.81,3193.75,3242.35,1852351900,1.382048997,-9.177649532
"2006-02-06,一",3249.82,3363.66,3249.7,3359.5,1896843400,3.613120113,2.401892427
"2006-02-07,二",3366.69,3397.37,3324.45,3358.69,2461173000,-0.024110731,29.75098524
"2006-02-08,三",3354.22,3356.66,3299.09,3335.68,1872526200,-0.685088532,-23.91732723
"2006-02-09,四",3327.84,3327.84,3253.11,3262.52,1777531100,-2.193255948,-5.073098577
"2006-02-10,五",3257.13,3323.35,3257.13,3321.91,1712320200,1.820371982,-3.668622169
"2006-02-13,一",3322.24,3322.97,3257.61,3307.7,1694428800,-0.427765954,-1.044862988
"2006-02-14,二",3302.58,3337.12,3297.24,3334.68,1506215600,0.815672522,-11.10776682
"2006-02-15,三",3336.31,3395.75,3336.31,3362.15,1720439300,0.823767198,14.22264515
"2006-02-16,四",3357.68,3360,3273.72,3277.13,2021694100,-2.528739051,17.51034169
"2006-02-17,五",3269.91,3312.76,3261.16,3295.87,1597170800,0.571841825,-20.99839437
"2006-02-20,一",3300.28,3340.4,3295.64,3308.53,1505471900,0.384117092,-5.741333363
"2006-02-21,二",3305.29,3361.12,3275.94,3359.69,1618802800,1.546306063,7.527931939
"2006-02-22,三",3358.3,3384.68,3348.29,3363.03,1599484200,0.099413934,-1.193388101
"2006-02-23,四",3359.64,3366.03,3323.53,3358.97,1505407200,-0.120724466,-5.881708616
"2006-02-24,五",3358.28,3394.41,3358.28,3390.87,1473714200,0.949695889,-2.105277562
"2006-02-27,一",3396.3,3401.44,3338.15,3345.44,1392577500,-1.339774158,-5.505592604
"2006-02-28,二",3339.32,3356.55,3295,3351.64,1315287470,0.185326893,-5.550142093
"2006-03-01,三",3355.57,3380.81,3349.59,3378.18,1390948000,0.791851153,5.75239495
"2006-03-02,四",3391.77,3391.77,3329.67,3342.68,1801768000,-1.050861707,29.53525222
"2006-03-03,五",3334.72,3354.94,3312.67,3350.42,1496891800,0.231550732,-16.92094654
"2006-03-06,一",3350.4,3355.25,3325.22,3330.05,1232041240,-0.607983477,-17.69336702
"2006-03-07,二",3324.39,3326.1,3225.21,3233.47,1374209700,-2.900256753,11.53926146
"2006-03-08,三",3221.66,3228.07,3160.47,3199.94,1203189710,-1.036966479,-12.44497037
"2006-03-09,四",3195.81,3207.73,3176.49,3184.93,904797160,-0.469071295,-24.80012483
"2006-03-10,五",3180.53,3224.51,3180.53,3213.51,917810720,0.897350962,1.438284797
"2006-03-13,一",3213.49,3280.99,3211.7,3277.75,929572160,1.999060218,1.281466837
"2006-03-14,二",3279.38,3281.15,3248.54,3269.5,845997240,-0.251697048,-8.99068664
"2006-03-15,三",3268.83,3312.22,3259.68,3312.06,1090723490,1.301728093,28.92754709
"2006-03-16,四",3312.07,3316.66,3298.47,3309.42,1127390840,-0.079708701,3.361745698
"2006-03-17,五",3308.75,3323.6,3292.35,3300.35,1205839090,-0.274066151,6.958389869
"2006-03-20,一",3299.76,3346.91,3283.95,3345.63,1138797180,1.3719757,-5.55977249
"2006-03-21,二",3345.34,3400.52,3340.49,3370.86,1481835700,0.754118058,30.12288106
"2006-03-22,三",3366.65,3401.12,3360.45,3399.9,1586613700,0.861501219,7.070824384
"2006-03-23,四",3393.62,3409.96,3388.26,3405.24,1834320700,0.157063443,15.61230689
"2006-03-24,五",3407.76,3419.91,3388.84,3392.49,1754382500,-0.374422948,-4.357918438
